transaction_number,T_date,transaction_type,Punk_Nr,T_from,T_to,amount
3744,2017-06-26,3,467,9,8,13
3745,2017-06-23,4,467,8,6,0
3746,2022-03-17,1,468,6,12,0
3747,2017-06-23,4,468,8,6,0
3748,2022-03-17,1,469,6,12,0
3749,2017-06-23,4,469,8,6,0
3750,2023-11-26,1,470,717,718,0
3751,2021-12-02,1,470,719,717,0
3752,2021-03-11,9,470,75,719,34425
3753,2021-03-11,8,470,8,8,34222
3754,2021-03-11,2,470,720,8,26725
3755,2021-03-11,8,470,8,8,35207
3756,2021-03-11,9,470,721,75,31841
3757,2021-03-10,8,470,8,8,32734
3758,2021-03-10,3,470,720,8,27060
3759,2021-03-10,8,470,8,8,34405
3760,2021-03-10,8,470,8,8,36551
3761,2021-03-10,8,470,8,8,44746
3762,2021-03-09,8,470,8,8,54521
3763,2021-03-09,8,470,8,8,63546
3764,2021-03-09,8,470,8,8,99895
3765,2021-03-09,8,470,8,8,90645
3766,2021-03-06,1,470,4,721,0
3767,2021-03-05,1,470,5,4,0
3768,2021-02-04,1,470,6,5,0
3769,2017-06-23,4,470,8,6,0
3770,2023-06-16,6,471,722,13,0
3771,2023-06-16,1,471,723,722,0
3772,2023-06-16,7,471,8,8,0
3773,2023-06-16,8,471,8,8,83120
3774,2023-06-16,8,471,8,8,83287
3775,2023-06-16,8,471,8,8,83453
3776,2023-06-16,1,471,724,723,0
3777,2022-02-10,1,471,725,724,0
3778,2021-12-23,1,471,726,725,0
3779,2021-12-17,1,471,725,726,0
3780,2021-03-14,1,471,366,725,0
3781,2021-02-18,9,471,23,366,28726
3782,2021-02-18,8,471,8,8,28726
3783,2021-02-18,8,471,8,8,76026
3784,2021-02-18,1,471,6,23,0
3785,2017-06-23,4,471,8,6,0
3786,2017-06-23,4,472,8,6,0
3787,2021-11-19,2,473,727,8,193539
3788,2021-11-19,3,473,727,8,192086
3789,2021-09-25,1,473,728,729,0
3790,2021-07-29,9,473,730,728,68767
3791,2021-07-27,2,473,728,8,51931
3792,2021-07-27,3,473,728,8,49623
3793,2021-07-06,2,473,731,8,54365
3794,2021-07-05,3,473,731,8,52384
3795,2021-07-05,2,473,731,8,43386
3796,2021-07-05,3,473,731,8,43386
3797,2021-05-03,8,473,8,8,95050
3798,2021-03-04,9,473,23,730,35190
3799,2021-03-04,3,473,730,8,35190
3800,2021-03-01,2,473,375,8,29030
3801,2021-02-28,3,473,375,8,27133
3802,2021-02-25,8,473,8,8,49341
3803,2021-02-18,8,473,8,8,76026
3804,2021-02-18,1,473,6,23,0
3805,2017-06-23,4,473,8,6,0
3806,2022-03-17,1,474,6,12,0
3807,2020-04-29,2,474,732,8,230
3808,2020-04-23,3,474,732,8,209
3809,2017-06-23,4,474,8,6,0
3810,2022-03-17,1,475,6,12,0
3811,2021-03-12,2,475,733,8,8872
3812,2021-03-11,3,475,733,8,8757
3813,2017-06-23,4,475,8,6,0
3814,2022-03-17,1,476,6,12,0
3815,2017-06-23,4,476,8,6,0
3816,2022-03-17,1,477,6,12,0
3817,2017-06-23,4,477,8,6,0
3818,2017-06-23,4,478,8,6,0
3819,2017-06-23,4,479,8,6,0
3820,2021-08-23,8,480,8,8,451532
3821,2021-04-21,1,480,6,513,0
3822,2017-06-30,2,480,9,8,14
3823,2017-06-26,3,480,9,8,13
3824,2017-06-23,4,480,8,6,0
3825,2022-03-17,1,481,6,12,0
3826,2018-03-30,2,481,24,8,59
3827,2018-03-17,3,481,24,8,82
3828,2017-06-28,3,481,17,8,16
3829,2017-06-23,4,481,8,6,0
3830,2022-03-17,1,482,6,12,0
3831,2017-06-23,4,482,8,6,0
3832,2021-08-27,9,483,734,186,254267
3833,2021-08-27,8,483,8,8,252346
3834,2021-08-26,8,483,8,8,255570
3835,2021-08-02,8,483,8,8,249042
3836,2021-07-22,8,483,8,8,157420
3837,2021-07-22,9,483,34,734,40630
3838,2021-07-22,8,483,8,8,40498
3839,2021-07-22,1,483,343,34,0
3840,2021-07-09,2,483,735,8,21
3841,2021-07-09,3,483,735,8,21
3842,2021-07-09,9,483,736,343,0
3843,2021-07-09,8,483,8,343,0
3844,2021-07-09,5,483,13,736,0
3845,2021-06-26,6,483,737,13,0
3846,2021-06-26,1,483,738,737,0
3847,2021-06-25,2,483,299,8,27449
3848,2021-06-24,8,483,8,8,29537
3849,2021-06-24,3,483,299,8,27275
3850,2021-06-23,3,483,739,8,23285
3851,2021-06-22,8,483,8,8,25144
3852,2021-06-21,8,483,8,8,36010
3853,2021-06-20,8,483,8,8,32463
3854,2021-06-17,8,483,8,8,37319
3855,2021-06-17,8,483,8,8,40919
3856,2021-06-12,8,483,8,8,48357
3857,2021-06-11,5,483,13,738,0
3858,2021-05-03,6,483,282,13,0
3859,2021-05-03,1,483,283,282,0
3860,2021-05-03,1,483,740,283,0
3861,2021-05-03,2,483,741,8,63458
3862,2021-05-03,9,483,742,740,69865
3863,2021-05-03,3,483,741,8,63476
3864,2021-05-01,3,483,743,8,52940
3865,2021-05-01,8,483,8,8,64381
3866,2021-05-01,5,483,13,742,0
3867,2021-04-30,6,483,744,13,0
3868,2021-04-30,1,483,742,744,0
3869,2021-04-30,7,483,8,8,0
3870,2021-04-28,8,483,8,8,62121
3871,2021-04-27,8,483,8,8,60465
3872,2021-04-27,2,483,741,8,48950
3873,2021-04-27,9,483,745,742,57730
3874,2021-04-27,3,483,741,8,47112
3875,2021-04-22,8,483,8,8,54197
3876,2021-04-19,8,483,8,8,52646
3877,2021-04-14,8,483,8,8,57988
3878,2021-04-09,8,483,8,8,59939
3879,2021-04-08,9,483,746,745,45262
3880,2021-04-08,8,483,8,8,45052
3881,2021-04-08,8,483,8,8,61435
3882,2021-04-08,9,483,297,746,40936
3883,2021-03-27,8,483,8,8,33739
3884,2021-03-07,1,483,747,297,0
3885,2021-03-07,9,483,748,747,28244
3886,2021-03-07,8,483,8,8,28299
3887,2021-03-06,8,483,8,8,35075
3888,2021-03-06,1,483,4,748,0
3889,2021-03-05,1,483,5,4,0
3890,2021-02-04,1,483,6,5,0
3891,2017-06-23,4,483,8,6,0
3892,2017-06-23,4,484,8,6,0
3893,2022-06-19,1,485,749,750,0
3894,2022-03-03,1,485,751,749,0
3895,2022-02-10,2,485,752,8,290959
3896,2022-02-10,3,485,752,8,286567
3897,2021-08-17,1,485,753,751,0
3898,2021-08-03,2,485,754,8,118959
3899,2021-08-03,3,485,754,8,122416
3900,2021-02-21,1,485,28,753,0
3901,2021-01-28,9,485,6,28,20380
3902,2021-01-28,2,485,28,8,15285
3903,2021-01-28,8,485,8,8,20380
3904,2021-01-28,3,485,28,8,15262
3905,2020-05-22,2,485,23,8,397
3906,2020-05-20,3,485,23,8,420
3907,2020-05-20,2,485,457,8,64
3908,2020-05-20,3,485,457,8,106
3909,2020-05-17,3,485,457,8,62
3910,2020-05-17,2,485,457,8,21
3911,2019-06-02,3,485,457,8,27
3912,2018-01-17,3,485,755,8,61
3913,2017-06-25,3,485,9,8,14
3914,2017-06-23,4,485,8,6,0
3915,2024-01-24,1,486,756,460,0
3916,2024-01-24,1,486,757,756,0
3917,2024-01-23,9,486,380,757,171447
3918,2024-01-23,3,486,757,8,168538
3919,2024-01-23,1,486,460,380,0
3920,2024-01-01,1,486,758,460,0
3921,2024-01-01,1,486,380,758,0
3922,2024-01-01,1,486,759,380,0
3923,2023-12-28,9,486,380,759,141953
3924,2023-12-28,1,486,460,380,0
3925,2023-12-28,3,486,759,8,141953
3926,2023-11-11,1,486,758,460,0
3927,2023-11-11,1,486,380,758,0
3928,2023-11-11,7,486,8,8,0
3929,2023-11-10,8,486,8,8,155938
3930,2023-11-10,1,486,460,380,0
3931,2023-09-15,1,486,758,460,0
3932,2023-09-15,1,486,380,758,0
3933,2023-09-02,1,486,460,380,0
3934,2023-08-21,1,486,758,460,0
3935,2023-08-21,1,486,380,758,0
3936,2023-08-21,1,486,460,380,0
3937,2023-08-21,1,486,758,460,0
3938,2023-08-21,1,486,380,758,0
3939,2023-07-30,1,486,460,380,0
3940,2023-06-18,1,486,758,460,0
3941,2023-06-18,1,486,380,758,0
3942,2023-06-18,1,486,760,380,0
3943,2023-05-12,8,486,8,8,264913
3944,2023-04-15,9,486,761,760,149042
3945,2023-04-15,3,486,760,8,149278
3946,2023-03-23,1,486,762,761,0
3947,2023-03-20,1,486,763,762,0
3948,2023-03-20,1,486,761,763,0
3949,2023-02-16,2,486,764,8,123876
3950,2023-02-12,3,486,764,8,112291
3951,2023-02-12,2,486,765,8,110276
3952,2023-02-12,9,486,52,761,111522
3953,2023-02-12,8,486,8,8,111713
3954,2023-02-12,3,486,765,8,110465
3955,2023-02-11,8,486,8,8,110726
3956,2023-02-10,8,486,8,8,113925
3957,2023-02-10,3,486,761,8,109767
3958,2023-01-22,2,486,380,8,121181
3959,2023-01-22,8,486,8,8,123960
3960,2023-01-22,3,486,380,8,120777
3961,2023-01-11,8,486,8,8,102106
3962,2023-01-10,8,486,8,8,99484
3963,2023-01-07,8,486,8,8,98583
3964,2023-01-05,1,486,18,52,0
3965,2023-01-04,9,486,766,18,93374
3966,2023-01-04,8,486,8,18,93374
3967,2023-01-01,2,486,767,8,80261
3968,2023-01-01,3,486,767,8,80261
3969,2022-12-31,2,486,767,8,80257
3970,2022-12-31,3,486,767,8,80373
3971,2022-12-30,2,486,768,8,203
3972,2022-12-30,3,486,768,8,203
3973,2022-12-29,8,486,8,8,92189
3974,2022-12-06,8,486,8,8,97873
3975,2022-11-27,8,486,8,8,97122
3976,2022-11-20,8,486,8,8,99761
3977,2022-11-18,8,486,8,8,108779
3978,2022-11-15,2,486,769,8,76281
3979,2022-11-15,9,486,315,766,95087
3980,2022-11-15,8,486,8,766,95087
3981,2022-11-15,3,486,769,8,77939
3982,2022-11-15,2,486,770,8,90771
3983,2022-11-13,3,486,770,8,89017
3984,2022-11-13,3,486,766,8,89325
3985,2022-11-13,3,486,770,8,88067
3986,2022-11-13,2,486,770,8,94357
3987,2022-11-12,3,486,770,8,94880
3988,2022-11-10,1,486,321,315,0
3989,2022-08-13,1,486,322,321,0
3990,2022-08-07,1,486,323,322,0
3991,2022-08-06,9,486,771,323,188911
3992,2022-08-06,2,486,380,8,147652
3993,2022-08-06,8,486,8,8,190714
3994,2022-08-05,7,486,8,8,0
3995,2022-08-05,8,486,8,8,168231
3996,2022-08-04,3,486,380,8,136640
3997,2022-08-04,8,486,8,8,174772
3998,2022-06-19,9,486,52,771,87942
3999,2022-06-19,8,486,8,8,88897
4000,2022-06-18,8,486,8,8,73211
4001,2022-06-18,2,486,772,8,62515
4002,2022-06-18,3,486,772,8,62515
4003,2022-06-18,1,486,18,52,0
4004,2022-06-18,9,486,22,18,65446
4005,2022-05-05,8,486,8,8,184863
4006,2022-04-28,2,486,18,8,187510
4007,2022-04-26,3,486,18,8,178496
4008,2022-04-26,8,486,8,8,195863
4009,2021-10-01,7,486,8,8,0
4010,2021-09-23,8,486,8,8,588666
4011,2021-08-28,7,486,8,8,0
4012,2021-08-24,8,486,8,8,501669
4013,2021-08-10,2,486,773,8,157834
4014,2021-08-08,3,486,773,8,156354
4015,2021-08-05,8,486,8,8,280961
4016,2021-08-05,7,486,8,8,0
4017,2021-04-08,8,486,8,8,154790
4018,2021-04-08,9,486,774,22,82555
4019,2021-04-08,8,486,8,8,80730
4020,2021-02-26,8,486,8,8,134591
4021,2021-02-24,9,486,775,774,65232
4022,2021-02-21,8,486,8,8,76943
4023,2021-02-21,7,486,8,8,0
4024,2021-02-15,8,486,8,8,57164
4025,2021-02-14,9,486,133,775,27279
4026,2021-02-07,8,486,8,8,24389
4027,2021-02-05,8,486,8,8,31849
4028,2021-02-03,8,486,8,8,26144
4029,2021-01-29,2,486,776,8,15670
4030,2021-01-29,9,486,6,133,16986
4031,2021-01-29,8,486,8,8,16986
4032,2021-01-28,3,486,776,8,16147
4033,2020-09-30,2,486,673,8,2137
4034,2020-09-30,3,486,673,8,2141
4035,2017-06-23,4,486,8,6,0
4036,2022-03-17,1,487,6,12,0
4037,2021-06-14,2,487,777,8,75
4038,2021-06-13,3,487,777,8,70
4039,2017-06-23,4,487,8,6,0
4040,2023-11-27,6,488,334,13,0
4041,2023-11-27,1,488,335,334,0
4042,2023-11-27,9,488,778,335,0
4043,2023-11-27,8,488,8,335,0
4044,2023-10-26,5,488,13,778,0
4045,2023-01-09,6,488,334,13,0
4046,2023-01-09,1,488,335,334,0
4047,2023-01-09,9,488,778,335,0
4048,2023-01-09,8,488,8,335,0
4049,2022-08-24,1,488,779,778,0
4050,2022-07-31,9,488,780,779,118375
4051,2022-07-31,8,488,8,8,116166
4052,2022-07-30,8,488,8,8,116913
4053,2022-07-30,2,488,781,8,112354
4054,2022-07-29,3,488,781,8,111795
4055,2022-07-29,2,488,781,8,115531
4056,2022-07-29,3,488,781,8,116540
4057,2022-07-29,8,488,8,8,120019
4058,2022-05-15,5,488,13,780,0
4059,2022-05-15,6,488,782,13,0
4060,2022-05-15,1,488,780,782,0
4061,2022-05-15,9,488,18,780,101400
4062,2022-05-13,8,488,8,8,101085
4063,2022-05-11,9,488,783,18,113797
4064,2022-05-11,8,488,8,8,113797
4065,2022-05-11,8,488,8,8,117245
4066,2022-05-11,8,488,8,8,117245
4067,2022-05-11,8,488,8,8,130753
4068,2021-05-02,7,488,8,8,0
4069,2021-04-01,8,488,8,8,52876
4070,2021-03-28,8,488,8,8,48558
4071,2021-03-25,8,488,8,8,50759
4072,2021-03-25,8,488,8,8,59873
4073,2021-03-13,7,488,8,8,0
4074,2021-03-12,8,488,8,8,53667
4075,2021-03-11,8,488,8,8,59289
4076,2021-02-23,8,488,8,8,160319
4077,2021-02-23,9,488,784,783,43847
4078,2021-02-23,8,488,8,8,46881
4079,2021-02-23,9,488,23,784,44337
4080,2021-02-22,8,488,8,8,47901
4081,2021-02-18,8,488,8,8,76026
4082,2021-02-18,1,488,6,23,0
4083,2017-06-23,4,488,8,6,0
4084,2022-04-24,6,489,785,13,0
4085,2022-04-24,1,489,786,785,0
4086,2022-03-22,9,489,689,786,219460
4087,2022-03-21,8,489,8,8,213007
4088,2022-03-18,9,489,372,689,204850
4089,2022-03-15,2,489,787,8,167851
4090,2022-03-14,3,489,787,8,163457
4091,2022-03-14,8,489,8,8,176321
4092,2022-03-14,8,489,8,8,180573
4093,2022-03-14,8,489,8,8,183320
4094,2022-03-14,8,489,8,8,184706
4095,2022-03-14,8,489,8,8,189344
4096,2022-03-11,9,489,788,372,179721
4097,2022-03-09,2,489,372,8,181018
4098,2022-03-09,3,489,372,8,183234
4099,2022-03-07,8,489,8,8,177683
4100,2022-01-12,1,489,789,788,0
4101,2021-12-24,9,489,790,789,301063
4102,2021-12-12,8,489,8,8,294717
4103,2021-12-02,8,489,8,8,380941
4104,2021-11-14,8,489,8,8,421088
4105,2021-11-14,9,489,18,790,411157
4106,2021-11-14,8,489,8,8,407145
4107,2021-11-14,9,489,791,18,394890
4108,2021-11-14,8,489,8,8,400583
4109,2021-11-14,9,489,792,791,393910
4110,2021-11-09,8,489,8,8,408259
4111,2021-11-08,8,489,8,8,423471
4112,2021-10-28,2,489,793,8,378958
4113,2021-10-27,3,489,793,8,406937
4114,2021-10-22,8,489,8,8,434225
4115,2021-10-21,8,489,8,8,504017
4116,2021-09-12,1,489,794,792,0
4117,2021-08-01,9,489,74,794,76442
4118,2021-07-31,8,489,8,8,73730
4119,2021-07-31,5,489,13,74,0
4120,2021-07-31,6,489,795,13,0
4121,2021-07-31,1,489,796,795,0
4122,2021-07-31,9,489,451,796,68792
4123,2021-07-31,8,489,8,8,69087
4124,2021-07-31,8,489,8,8,78811
4125,2021-07-24,8,489,8,8,86569
4126,2021-03-06,1,489,4,451,0
4127,2021-03-05,1,489,5,4,0
4128,2021-02-04,1,489,6,5,0
4129,2017-06-23,4,489,8,6,0
4130,2023-11-08,7,490,8,8,0
4131,2023-02-21,8,490,8,8,203783
4132,2022-08-11,8,490,8,8,273790
4133,2022-06-18,7,490,8,8,0
4134,2022-06-06,8,490,8,8,185623
4135,2022-05-16,8,490,8,8,207003
4136,2022-05-03,8,490,8,8,305989
4137,2022-03-28,8,490,8,8,377407
4138,2022-03-25,8,490,8,8,362535
4139,2022-03-12,8,490,8,8,310210
4140,2022-03-07,8,490,8,8,310894
4141,2022-03-03,8,490,8,8,377278
4142,2022-02-27,8,490,8,8,377924
4143,2022-02-08,8,490,8,8,471567
4144,2022-02-01,8,490,8,8,465770
4145,2022-01-24,7,490,8,8,0
4146,2022-01-15,8,490,8,8,474713
4147,2021-12-31,8,490,8,8,568216
4148,2021-12-16,8,490,8,8,627700
4149,2021-12-12,8,490,8,8,682074
4150,2021-12-05,9,490,742,533,427837
4151,2021-12-05,8,490,8,533,427837
4152,2021-12-05,2,490,533,8,408850
4153,2021-12-04,3,490,533,8,407333
4154,2021-12-04,3,490,18,8,390900
4155,2021-12-04,3,490,533,8,386829
4156,2021-12-04,2,490,533,8,366469
4157,2021-12-04,8,490,8,8,443435
4158,2021-12-04,3,490,533,8,334686
4159,2021-12-04,8,490,8,8,491024
4160,2021-08-31,2,490,797,8,507534
4161,2021-08-31,3,490,797,8,512961
4162,2021-08-30,3,490,797,8,453769
4163,2021-08-30,2,490,797,8,514286
4164,2021-08-29,3,490,797,8,522643
4165,2021-08-24,7,490,8,8,0
4166,2021-08-23,8,490,8,8,517973
4167,2021-08-05,7,490,8,8,0
4168,2021-08-05,8,490,8,8,237744
4169,2021-08-04,7,490,8,8,0
4170,2021-08-04,8,490,8,8,230735
4171,2021-04-21,2,490,331,8,111975
4172,2021-04-21,9,490,513,742,126905
4173,2021-04-21,3,490,331,8,111975
4174,2021-04-21,3,490,211,8,108476
4175,2021-04-21,3,490,743,8,104976
4176,2021-04-21,3,490,331,8,93312
4177,2021-04-21,8,490,8,8,126905
4178,2021-04-21,1,490,6,513,0
4179,2020-07-12,2,490,798,8,19
4180,2020-07-12,3,490,798,8,19
4181,2017-06-23,4,490,8,6,0
4182,2024-02-01,1,491,111,112,0
4183,2024-01-23,1,491,113,111,0
4184,2021-03-19,1,491,6,113,0
4185,2017-06-23,4,491,8,6,0
4186,2021-05-02,2,492,799,8,83059
4187,2021-05-02,3,492,799,8,82304
4188,2020-01-19,2,492,800,8,67
4189,2020-01-10,3,492,800,8,57
4190,2017-06-23,4,492,8,6,0
4191,2022-03-17,1,493,6,12,0
4192,2017-06-23,4,493,8,6,0
4193,2023-11-11,8,494,8,8,125397
4194,2023-11-11,5,494,13,18,0
4195,2023-11-11,6,494,619,13,0
4196,2023-11-11,1,494,18,619,0
4197,2023-11-11,1,494,52,18,0
4198,2023-10-31,1,494,18,52,0
4199,2023-10-20,9,494,801,18,67894
4200,2023-10-20,3,494,18,8,67894
4201,2023-10-20,8,494,8,8,69582
4202,2023-10-20,7,494,8,8,0
4203,2023-10-20,3,494,331,8,67894
4204,2023-10-20,8,494,8,8,71465
4205,2023-10-20,7,494,8,8,0
4206,2023-10-20,2,494,333,8,67016
4207,2023-10-20,3,494,333,8,67016
4208,2023-10-20,8,494,8,8,71188
4209,2023-10-20,7,494,8,8,0
4210,2023-10-19,2,494,331,8,65727
4211,2023-10-19,3,494,331,8,65711
4212,2023-10-19,8,494,8,8,70405
4213,2023-10-19,7,494,8,8,0
4214,2023-10-17,8,494,8,8,71624
4215,2023-10-17,1,494,802,801,0
4216,2023-01-27,1,494,801,802,0
4217,2022-12-07,7,494,8,8,0
4218,2022-12-06,8,494,8,8,86064
4219,2022-12-05,8,494,8,8,88433
4220,2022-12-03,8,494,8,8,91516
4221,2022-11-15,7,494,8,8,0
4222,2022-11-08,2,494,803,8,93399
4223,2022-11-08,3,494,803,8,97072
4224,2022-11-06,8,494,8,8,112210
4225,2022-11-05,7,494,8,8,0
4226,2022-11-01,8,494,8,8,118176
4227,2022-11-01,7,494,8,8,0
4228,2022-10-12,8,494,8,8,93510
4229,2022-10-12,7,494,8,8,0
4230,2022-10-01,8,494,8,8,92528
4231,2022-09-24,7,494,8,8,0
4232,2022-09-23,8,494,8,8,94128
4233,2022-09-22,7,494,8,8,0
4234,2022-09-17,8,494,8,8,93235
4235,2022-07-10,7,494,8,8,0
4236,2022-02-08,8,494,8,8,300002
4237,2021-10-29,2,494,804,8,18.07M
4238,2021-10-29,10,494,804,8,18.07M
4239,2021-09-28,8,494,8,8,416742
4240,2021-09-28,9,494,805,801,312947
4241,2021-09-27,2,494,548,8,291635
4242,2021-09-25,3,494,548,8,271599
4243,2021-09-23,2,494,806,8,268242
4244,2021-09-23,3,494,806,8,265197
4245,2021-09-18,8,494,8,8,387746
4246,2021-09-13,9,494,807,805,242558
4247,2021-09-11,3,494,805,8,249986
4248,2021-09-11,8,494,8,8,278115
4249,2021-09-08,8,494,8,8,342103
4250,2021-09-08,8,494,8,8,316807
4251,2021-09-07,3,494,808,8,176985
4252,2021-09-06,8,494,8,8,377528
4253,2021-09-06,8,494,8,8,383111
4254,2021-09-06,9,494,809,807,363361
4255,2021-09-06,8,494,8,8,362989
4256,2021-09-06,2,494,810,8,358502
4257,2021-09-06,3,494,810,8,358589
4258,2021-09-06,8,494,8,8,387567
4259,2021-09-06,8,494,8,8,393662
4260,2021-09-05,8,494,8,8,408279
4261,2021-09-05,9,494,811,809,357617
4262,2021-09-05,3,494,809,8,359209
4263,2021-09-05,8,494,8,8,387341
4264,2021-06-15,9,494,812,811,39003
4265,2021-06-11,2,494,189,8,33224
4266,2021-06-11,3,494,189,8,33224
4267,2021-06-09,8,494,8,8,38638
4268,2021-03-06,1,494,76,812,0
4269,2021-03-06,1,494,4,76,0
4270,2021-03-05,1,494,5,4,0
4271,2021-02-04,1,494,6,5,0
4272,2017-06-23,4,494,8,6,0
4273,2017-06-23,4,495,8,6,0
4274,2022-06-19,2,496,813,8,96251
4275,2022-06-19,9,496,814,393,105101
4276,2022-06-19,3,496,813,8,96251
4277,2022-05-09,8,496,8,8,222344
4278,2022-05-09,8,496,8,8,293617
4279,2022-02-04,8,496,8,8,403775
4280,2022-01-23,2,496,815,8,196609
4281,2022-01-23,9,496,357,814,216158
4282,2022-01-20,3,496,815,8,245432
4283,2022-01-20,3,496,766,8,232463
4284,2022-01-20,3,496,816,8,231372
4285,2022-01-20,8,496,8,8,277646
4286,2021-11-13,2,496,18,8,421429
4287,2021-11-11,3,496,18,8,427672
4288,2021-10-14,1,496,6,357,0
4289,2021-04-21,2,496,817,8,54938
4290,2021-04-21,3,496,817,8,51003
4291,2021-04-21,3,496,818,8,2298
4292,2017-06-23,4,496,8,6,0
4293,2023-01-08,3,497,819,8,0
4294,2022-09-16,3,497,820,8,<0.01
4295,2022-09-16,2,497,820,8,<0.01
4296,2022-09-16,3,497,820,8,<0.01
4297,2021-07-29,2,497,69,8,52027
4298,2021-07-29,9,497,468,73,52563
4299,2021-07-29,3,497,69,8,51329
4300,2021-07-29,2,497,69,8,50189
4301,2021-07-28,3,497,69,8,50479
4302,2021-05-14,8,497,8,8,94632
4303,2021-05-11,8,497,8,8,104641
4304,2021-05-07,9,497,821,468,68543
4305,2021-05-06,8,497,8,8,70014
4306,2021-05-04,3,497,468,8,68432
4307,2021-05-04,8,497,8,8,75313
4308,2021-05-04,8,497,8,8,75838
4309,2021-05-01,8,497,8,8,146303
4310,2021-05-01,8,497,8,8,146303
4311,2021-04-28,8,497,8,8,60996
4312,2021-04-24,7,497,8,8,0
4313,2021-04-23,2,497,822,8,45151
4314,2021-04-22,3,497,822,8,51656
4315,2021-04-22,8,497,8,8,57800
4316,2021-04-20,8,497,8,8,52688
4317,2021-04-20,9,497,196,821,43916
4318,2021-04-20,2,497,823,8,38044
4319,2021-04-20,8,497,8,8,42563
4320,2021-04-20,3,497,823,8,37310
4321,2021-04-18,8,497,8,8,45085
4322,2021-04-17,8,497,8,8,50698
4323,2021-04-17,8,497,8,8,57531
4324,2021-04-16,8,497,8,8,60584
4325,2021-03-24,9,497,824,196,36842
4326,2021-03-22,8,497,8,8,40161
4327,2021-03-21,8,497,8,8,45257
4328,2021-03-13,8,497,8,8,66947
4329,2021-03-08,8,497,8,8,85471
4330,2021-03-07,1,497,4,824,0
4331,2021-03-05,1,497,5,4,0
4332,2021-02-04,1,497,6,5,0
4333,2017-06-23,4,497,8,6,0
4334,2022-03-17,1,498,6,12,0
4335,2017-06-23,4,498,8,6,0
4336,2022-03-17,1,499,6,12,0
4337,2021-02-02,2,499,23,8,28099
4338,2021-02-01,3,499,23,8,26556
4339,2020-09-25,2,499,825,8,6819
4340,2020-09-24,3,499,825,8,6933
4341,2020-09-24,2,499,825,8,4861
4342,2020-09-23,3,499,825,8,5114
4343,2020-06-04,2,499,825,8,1928
4344,2020-06-01,3,499,825,8,1901
4345,2020-05-22,2,499,23,8,794
4346,2020-05-20,3,499,23,8,839
4347,2020-02-20,2,499,826,8,1015
4348,2020-02-20,3,499,826,8,1033
4349,2020-01-21,2,499,827,8,499
4350,2020-01-20,3,499,827,8,496
4351,2020-01-20,2,499,827,8,472
4352,2020-01-20,3,499,827,8,477
4353,2020-01-14,2,499,827,8,340
4354,2020-01-14,3,499,827,8,306
4355,2020-01-14,3,499,23,8,288
4356,2020-01-07,2,499,828,8,241
4357,2020-01-07,3,499,828,8,245
4358,2020-01-06,2,499,828,8,241
4359,2020-01-06,3,499,828,8,242
4360,2017-07-02,3,499,17,8,28
4361,2017-07-02,3,499,10,8,28
4362,2017-06-25,3,499,9,8,14
4363,2017-06-23,4,499,8,6,0
4364,2022-03-17,1,500,6,12,0
4365,2017-06-23,4,500,8,6,0
4366,2023-04-02,8,501,8,8,229271
4367,2023-04-02,7,501,8,8,0
4368,2023-02-06,2,501,31,8,172951
4369,2023-02-06,3,501,31,8,172590
4370,2023-02-06,8,501,8,8,236747
4371,2023-02-06,7,501,8,8,0
4372,2022-12-15,8,501,8,8,257776
4373,2022-12-15,7,501,8,8,0
4374,2022-04-19,8,501,8,8,776107
4375,2021-08-06,1,501,829,830,0
4376,2021-07-31,9,501,831,829,305549
4377,2021-07-30,2,501,85,8,268601
4378,2021-07-30,3,501,85,8,266599
4379,2021-07-24,3,501,732,8,224059
4380,2021-07-23,2,501,85,8,206251
4381,2021-07-22,8,501,8,8,252945
4382,2021-07-20,3,501,85,8,176451
4383,2021-05-12,8,501,8,8,561879
4384,2021-04-30,2,501,93,8,332231
4385,2021-04-29,3,501,93,8,335131
4386,2021-04-22,8,501,8,8,419954
4387,2021-04-22,2,501,93,8,315911
4388,2021-04-22,8,501,8,8,336130
4389,2021-04-22,3,501,93,8,315911
4390,2021-04-22,2,501,93,8,278002
4391,2021-04-22,8,501,8,8,319881
4392,2021-04-21,3,501,93,8,260300
4393,2021-04-21,8,501,8,8,332172
4394,2021-04-21,3,501,93,8,229084
4395,2021-04-03,1,501,10,831,0
4396,2021-01-26,2,501,180,8,13298
4397,2021-01-25,3,501,180,8,14232
4398,2017-07-06,9,501,6,10,173
4399,2017-07-06,3,501,10,8,173
4400,2017-07-06,2,501,832,8,136
4401,2017-07-06,3,501,832,8,136
4402,2017-07-05,3,501,10,8,134
4403,2017-07-05,3,501,9,8,133
4404,2017-07-05,3,501,10,8,133
4405,2017-07-02,3,501,17,8,60
4406,2017-07-02,3,501,10,8,60
4407,2017-07-02,3,501,17,8,43
4408,2017-07-02,3,501,10,8,43
4409,2017-07-02,3,501,17,8,28
4410,2017-07-02,3,501,10,8,28
4411,2017-06-26,3,501,9,8,15
4412,2017-06-26,3,501,833,8,15
4413,2017-06-26,3,501,9,8,13
4414,2017-06-23,4,501,8,6,0
4415,2021-03-07,1,502,4,627,0
4416,2021-03-05,1,502,5,4,0
4417,2021-02-04,1,502,6,5,0
4418,2018-12-13,7,502,8,8,0
4419,2017-07-13,8,502,8,8,123
